Genre,Title,GoogleMapsLink,ID
agritourism,Farm In The City,http://www.google.com/maps/place/Farm+In+The+City/data=!4m7!3m6!1s0x31cdb5b37785f8c9:0xa4e12caa47aebcf7!8m2!3d2.9801264!4d101.6616563!16s%2Fg%2F11_tvzzcv!19sChIJyfiFd7O1zTER97yuR6os4aQ?authuser=0&hl=en&rclk=1,996
agritourism,Genting Strawberry Leisure Farms,http://www.google.com/maps/place/Genting+Strawberry+Leisure+Farms/data=!4m7!3m6!1s0x31cc1445a0b60fd9:0xd7a6674b0b00237a!8m2!3d3.3988099!4d101.7667115!16s%2Fg%2F1tptn34n!19sChIJ2Q-2oEUUzDEReiMAC0tnptc?authuser=0&hl=en&rclk=1,989
agritourism,Selangor Fruit Valley (SFV),http://www.google.com/maps/place/Selangor+Fruit+Valley+%28SFV%29/data=!4m7!3m6!1s0x31cc67271382a2e7:0xb23f96aab7042779!8m2!3d3.3898677!4d101.4477217!16s%2Fg%2F11fxz74pvb!19sChIJ56KCEydnzDEReScEt6qWP7I?authuser=0&hl=en&rclk=1,261
agritourism,MARDI Corporation Sdn. Bhd.,http://www.google.com/maps/place/MARDI+Corporation+Sdn.+Bhd./data=!4m7!3m6!1s0x31cdcbd55ea8968f:0xa831abe5a8f32ba9!8m2!3d2.9794647!4d101.6977285!16s%2Fg%2F11tfwrbtv6!19sChIJj5aoXtXLzTERqSvzqOWrMag?authuser=0&hl=en&rclk=1,616
agritourism,MCI Harvest Sdn. Bhd.,http://www.google.com/maps/place/MCI+Harvest+Sdn.+Bhd./data=!4m7!3m6!1s0x31cc461de3b500e1:0x284cb465e6c9ed71!8m2!3d3.2015369!4d101.6040374!16s%2Fg%2F11j352j8nm!19sChIJ4QC14x1GzDERce3J5mW0TCg?authuser=0&hl=en&rclk=1,1028
agritourism,Desaru Fruit Farm,http://www.google.com/maps/place/Desaru+Fruit+Farm/data=!4m7!3m6!1s0x31da4c2bbf74a5e7:0xdcf7132f8824e2d9!8m2!3d1.5839028!4d104.1935403!16s%2Fg%2F1q5blx5pl!19sChIJ56V0vytM2jER2eIkiC8T99w?authuser=0&hl=en&rclk=1,1000
agritourism,Malaysia,http://www.google.com/maps/place/Malaysia/data=!4m7!3m6!1s0x3034d3975f6730af:0x745969328211cd8!8m2!3d4.210484!4d101.975766!16zL20vMDlwbWt2!19sChIJrzBnX5fTNDAR2BwhKJOWRQc?authuser=0&hl=en&rclk=1,398
agritourism,Kuan Wellness EcoPark,http://www.google.com/maps/place/Kuan+Wellness+EcoPark/data=!4m7!3m6!1s0x31cdb302b5908a89:0xaf9d53372c3a6da2!8m2!3d2.6934259!4d101.4970422!16s%2Fg%2F1hc1b4rrr!19sChIJiYqQtQKzzTERom06LDdTna8?authuser=0&hl=en&rclk=1,427
agritourism,Ladang Tenusu Desa Cattle,http://www.google.com/maps/place/Ladang+Tenusu+Desa+Cattle/data=!4m7!3m6!1s0x323b99bdd0caba39:0xe6eb49c35ff2519f!8m2!3d6.0163835!4d116.5914275!16s%2Fg%2F11c80966j6!19sChIJObrK0L2ZOzIRn1HyX8NJ6-Y?authuser=0&hl=en&rclk=1,1058
beack_holidays,Holiday Villa Resort & Beachclub Langkawi,http://www.google.com/maps/place/Holiday+Villa+Resort+%26+Beachclub+Langkawi/data=!4m10!3m9!1s0x304c78da69c4755d:0x356cc3a5ff35165d!5m2!4m1!1i2!8m2!3d6.2736109!4d99.7328627!16s%2Fg%2F1txd6m_d!19sChIJXXXEadp4TDARXRY1_6XDbDU?authuser=0&hl=en&rclk=1,1019
beack_holidays,"Pelangi Beach Resort & Spa, Langkawi","http://www.google.com/maps/place/Pelangi+Beach+Resort+%26+Spa,+Langkawi/data=!4m10!3m9!1s0x304b880a39d8caf5:0xc200e0492ceefcf!5m2!4m1!1i2!8m2!3d6.2992534!4d99.7208867!16s%2Fg%2F113hkmflz!19sChIJ9crYOQqISzARz-_OkgQOIAw?authuser=0&hl=en&rclk=1",600
beack_holidays,BuBu Resort Main Office,http://www.google.com/maps/place/BuBu+Resort+Main+Office/data=!4m7!3m6!1s0x31cc37cdd49215f9:0x591bde5f53f7c070!8m2!3d3.1622772!4d101.7194936!16s%2Fg%2F1td4xbzn!19sChIJ-RWS1M03zDERcMD3U1_eG1k?authuser=0&hl=en&rclk=1,45
beack_holidays,Tanjong Jara Resort,http://www.google.com/maps/place/Tanjong+Jara+Resort/data=!4m10!3m9!1s0x31c804461095066b:0xe81e0756088009cb!5m2!4m1!1i2!8m2!3d4.8118345!4d103.4225697!16s%2Fg%2F1tqnj2w3!19sChIJawaVEEYEyDERywmACFYHHug?authuser=0&hl=en&rclk=1,895
beack_holidays,Berjaya Langkawi Resort,http://www.google.com/maps/place/Berjaya+Langkawi+Resort/data=!4m10!3m9!1s0x304c76f0849cd65b:0x3ebb3da17d711ce7!5m2!4m1!1i2!8m2!3d6.3669036!4d99.6674747!16s%2Fg%2F1tj5hlbp!19sChIJW9achPB2TDAR5xxxfaE9uz4?authuser=0&hl=en&rclk=1,552
beack_holidays,Holiday Villa Beach Resort & Spa Cherating,http://www.google.com/maps/place/Holiday+Villa+Beach+Resort+%26+Spa+Cherating/data=!4m10!3m9!1s0x31c89ac03b8d53e1:0xe404b046a809f812!5m2!4m1!1i2!8m2!3d4.0997752!4d103.3836473!16s%2Fg%2F1tfzpdt4!19sChIJ4VONO8CayDEREvgJqEawBOQ?authuser=0&hl=en&rclk=1,1008
beack_holidays,Pangkor Laut Resort,http://www.google.com/maps/place/Pangkor+Laut+Resort/data=!4m10!3m9!1s0x3034d23691e43d5d:0x240674bacd9057cf!5m2!4m1!1i2!8m2!3d4.1988331!4d100.5465421!16s%2Fg%2F1hc1ykg5n!19sChIJXT3kkTbSNDARz1eQzbp0BiQ?authuser=0&hl=en&rclk=1,255
beack_holidays,Redang Holiday Beach Resort,http://www.google.com/maps/place/Redang+Holiday+Beach+Resort/data=!4m10!3m9!1s0x31b710537a547a8d:0x1c6f2997f5d6fbaf!5m2!4m1!1i2!8m2!3d5.7778443!4d103.0338094!16s%2Fg%2F1tpppgkt!19sChIJjXpUelMQtzERr_vW9Zcpbxw?authuser=0&hl=en&rclk=1,322
beack_holidays,The Grand Beach Resort,http://www.google.com/maps/place/The+Grand+Beach+Resort/data=!4m10!3m9!1s0x31cdf731b4422e3d:0x4612a0450822875e!5m2!4m1!1i2!8m2!3d2.4823813!4d101.8484857!16s%2Fg%2F1tgh51v1!19sChIJPS5CtDH3zTERXociCEWgEkY?authuser=0&hl=en&rclk=1,512
beack_holidays,Glory Beach Resort,http://www.google.com/maps/place/Glory+Beach+Resort/data=!4m10!3m9!1s0x31cdf1f601cad923:0x1fd01cf9a685eff5!5m2!4m1!1i2!8m2!3d2.5495932!4d101.7976303!16s%2Fg%2F1td0c_zc!19sChIJI9nKAfbxzTER9e-Fpvkc0B8?authuser=0&hl=en&rclk=1,313
beack_holidays,Swiss-Garden Beach Resort Kuantan,http://www.google.com/maps/place/Swiss-Garden+Beach+Resort+Kuantan/data=!4m10!3m9!1s0x31c8b0750d26f537:0x35d05384b1062732!5m2!4m1!1i2!8m2!3d3.910865!4d103.3653233!16s%2Fg%2F11bbx0g1f0!19sChIJN_UmDXWwyDERMicGsYRT0DU?authuser=0&hl=en&rclk=1,496
beack_holidays,Sandy Beach Resort by Casa Loma,http://www.google.com/maps/place/Sandy+Beach+Resort+by+Casa+Loma/data=!4m10!3m9!1s0x304b87dfa9f8e527:0x7791011a71489dfa!5m2!4m1!1i2!8m2!3d6.2925446!4d99.7256798!16s%2Fg%2F1hc37tppr!19sChIJJ-X4qd-HSzAR-p1IcRoBkXc?authuser=0&hl=en&rclk=1,726
beack_holidays,Adena Beach Resort,http://www.google.com/maps/place/Adena+Beach+Resort/data=!4m10!3m9!1s0x31c8a311cb3c4853:0xd27ecaddfaa8d01d!5m2!4m1!1i2!8m2!3d3.9124375!4d103.3650679!16s%2Fg%2F11f8n2snrt!19sChIJU0g8yxGjyDERHdCo-t3KftI?authuser=0&hl=en&rclk=1,482
beack_holidays,Sunset Beach Resort,http://www.google.com/maps/place/Sunset+Beach+Resort/data=!4m10!3m9!1s0x304b87da087f24a1:0x84c2904fc5ebc9d3!5m2!4m1!1i2!8m2!3d6.2851179!4d99.7300167!16s%2Fg%2F1tcwzbhl!19sChIJoSR_CNqHSzAR08nrxU-QwoQ?authuser=0&hl=en&rclk=1,940
beack_holidays,Avani Sepang Goldcoast Resort,http://www.google.com/maps/place/Avani+Sepang+Goldcoast+Resort/data=!4m10!3m9!1s0x31cd93553971a7fb:0x8eb12af5e788d0a7!5m2!4m1!1i2!8m2!3d2.6008814!4d101.6873536!16s%2Fg%2F1vzqps95!19sChIJ-6dxOVWTzTERp9CI5_UqsY4?authuser=0&hl=en&rclk=1,385
beack_holidays,Juara Beach Resort,http://www.google.com/maps/place/Juara+Beach+Resort/data=!4m10!3m9!1s0x31c51df4db82fff7:0xc834bbc65a97e290!5m2!4m1!1i2!8m2!3d2.797578!4d104.2048901!16s%2Fg%2F11by_fcwkv!19sChIJ9_-C2_QdxTERkOKXWsa7NMg?authuser=0&hl=en&rclk=1,10
beack_holidays,Riverside Holiday Beach Resort,http://www.google.com/maps/place/Riverside+Holiday+Beach+Resort/data=!4m7!3m6!1s0x31c8baf27529fa3b:0x85e992553977a9c9!8m2!3d3.8249599!4d103.3238982!16s%2Fg%2F1pzrvjmbq!19sChIJO_opdfK6yDERyal3OVWS6YU?authuser=0&hl=en&rclk=1,404
beack_holidays,Shah's Beach Resort,http://www.google.com/maps/place/Shah%27s+Beach+Resort/data=!4m10!3m9!1s0x31d1ee19cb00e2f7:0xa142447ec37464a8!5m2!4m1!1i2!8m2!3d2.2209687!4d102.1667834!16s%2Fg%2F1tz73gyt!19sChIJ9-IAyxnu0TERqGR0w35EQqE?authuser=0&hl=en&rclk=1,649
beack_holidays,Tunamaya Beach & Spa Resort - Tioman Island,http://www.google.com/maps/place/Tunamaya+Beach+%26+Spa+Resort+-+Tioman+Island/data=!4m10!3m9!1s0x31c518c452b3c05b:0xdd259ab5e5a1de16!5m2!4m1!1i2!8m2!3d2.7202007!4d104.1526641!16s%2Fg%2F1pzs72tk_!19sChIJW8CzUsQYxTERFt6h5bWaJd0?authuser=0&hl=en&rclk=1,550
beack_holidays,Budget Beach Resort,http://www.google.com/maps/place/Budget+Beach+Resort/data=!4m10!3m9!1s0x3034d3ee6de645c3:0x9b49fab0218a6578!5m2!4m1!1i2!8m2!3d4.2318875!4d100.5461823!16s%2Fg%2F1tfpm3n2!19sChIJw0Xmbe7TNDAReGWKIbD6SZs?authuser=0&hl=en&rclk=1,878
beack_holidays,Redang Beach Resort,http://www.google.com/maps/place/Redang+Beach+Resort/data=!4m10!3m9!1s0x31b7104b0b1daef9:0x487c8f66c7bd72b8!5m2!4m1!1i2!8m2!3d5.7721911!4d103.0330059!16s%2Fg%2F11cmhxt227!19sChIJ-a4dC0sQtzERuHK9x2aPfEg?authuser=0&hl=en&rclk=1,579
beack_holidays,Gaya Island Resort,http://www.google.com/maps/place/Gaya+Island+Resort/data=!4m10!3m9!1s0x323b698784d527e3:0x6c38dbcf7bcd9cd!5m2!4m1!1i2!8m2!3d6.0187123!4d116.0472628!16s%2Fg%2F12hvfvxzw!19sChIJ4yfVhIdpOzIRzdm897yNwwY?authuser=0&hl=en&rclk=1,1032
beack_holidays,Berjaya Tioman Resort,http://www.google.com/maps/place/Berjaya+Tioman+Resort/data=!4m10!3m9!1s0x31c51b01ca6f7597:0x82b56b7c51fdcdae!5m2!4m1!1i2!8m2!3d2.808208!4d104.14241!16s%2Fg%2F1tkqxs6v!19sChIJl3VvygEbxTERrs39UXxrtYI?authuser=0&hl=en&rclk=1,245
beack_holidays,"Damai Beach Resort, Santubong, Sarawak.","http://www.google.com/maps/place/Damai+Beach+Resort,+Santubong,+Sarawak./data=!4m10!3m9!1s0x31faff9972da4b1d:0xb589d9ccbecf64d4!5m2!4m1!1i2!8m2!3d1.7482298!4d110.3123571!16s%2Fg%2F1tykrxbm!19sChIJHUvacpn_-jER1GTPvszZibU?authuser=0&hl=en&rclk=1",999
beack_holidays,Laguna Redang Island Resort,http://www.google.com/maps/place/Laguna+Redang+Island+Resort/data=!4m10!3m9!1s0x31b7104a56528e61:0x15d4f571dcdb7376!5m2!4m1!1i2!8m2!3d5.7706675!4d103.0324707!16s%2Fg%2F11bwf7t5g5!19sChIJYY5SVkoQtzERdnPb3HH11BU?authuser=0&hl=en&rclk=1,460
beack_holidays,The Danna Langkawi,http://www.google.com/maps/place/The+Danna+Langkawi/data=!4m10!3m9!1s0x304c7702fcfbd8af:0x4dfec21834efe3c2!5m2!4m1!1i2!8m2!3d6.3677477!4d99.6813659!16s%2Fg%2F1tdql2bw!19sChIJr9j7_AJ3TDARwuPvNBjC_k0?authuser=0&hl=en&rclk=1,271
beack_holidays,Avillion Port Dickson,http://www.google.com/maps/place/Avillion+Port+Dickson/data=!4m10!3m9!1s0x31cdf10dac86769b:0x7a38507da9d320f7!5m2!4m1!1i2!8m2!3d2.5052741!4d101.8314945!16s%2Fg%2F1hc180q4r!19sChIJm3aGrA3xzTER9yDTqX1QOHo?authuser=0&hl=en&rclk=1,513
beack_holidays,Piai Cape Holidays Sdn. Bhd.,http://www.google.com/maps/place/Piai+Cape+Holidays+Sdn.+Bhd./data=!4m7!3m6!1s0x31d0a9baa09db091:0xa5854e33026a609b!8m2!3d1.2819967!4d103.5098601!16s%2Fg%2F1pzykn74n!19sChIJkbCdoLqp0DERm2BqAjNOhaU?authuser=0&hl=en&rclk=1,1013
beack_holidays,Lexis Hibiscus Port Dickson,http://www.google.com/maps/place/Lexis+Hibiscus+Port+Dickson/data=!4m10!3m9!1s0x31cdf7ef210a5ad5:0xfa8a6844bbca9457!5m2!4m1!1i2!8m2!3d2.4184919!4d101.8738791!16s%2Fg%2F11b7fdgjwr!19sChIJ1VoKIe_3zTERV5TKu0Roivo?authuser=0&hl=en&rclk=1,681
beack_holidays,Morib Beach,http://www.google.com/maps/place/Morib+Beach/data=!4m7!3m6!1s0x31cda2257c574819:0xc1155db846a54403!8m2!3d2.7495127!4d101.4426016!16s%2Fg%2F1tj1j_vt!19sChIJGUhXfCWizTERA0SlRrhdFcE?authuser=0&hl=en&rclk=1,168
beack_holidays,Bungaraya Island Resort,http://www.google.com/maps/place/Bungaraya+Island+Resort/data=!4m10!3m9!1s0x323b41ca8f699e79:0x11575ae05ff0c391!5m2!4m1!1i2!8m2!3d6.027663!4d116.019096!16s%2Fg%2F1thr4pzw!19sChIJeZ5pj8pBOzIRkcPwX-BaVxE?authuser=0&hl=en&rclk=1,446
beack_holidays,Rawa Island Resort,http://www.google.com/maps/place/Rawa+Island+Resort/data=!4m10!3m9!1s0x31c53713c8c98377:0xb40059d687022e3f!5m2!4m1!1i2!8m2!3d2.5184039!4d103.9759484!16s%2Fg%2F11cjp6_65v!19sChIJd4PJyBM3xTERPy4Ch9ZZALQ?authuser=0&hl=en&rclk=1,995
beack_holidays,Blue Lagoon,http://www.google.com/maps/place/Blue+Lagoon/data=!4m7!3m6!1s0x31cdf7e8c38886e1:0xb41c02729d5d4d5c!8m2!3d2.4150851!4d101.8560411!16s%2Fg%2F1q5bkmsy2!19sChIJ4YaIw-j3zTERXE1dnXICHLQ?authuser=0&hl=en&rclk=1,430
beack_holidays,Port Dickson Beach,http://www.google.com/maps/place/Port+Dickson+Beach/data=!4m7!3m6!1s0x31cdf71aa7e74791:0x19e1cdc501d7c257!8m2!3d2.4570518!4d101.8548751!16s%2Fg%2F11gdr6x2jn!19sChIJkUfnpxr3zTERV8LXAcXN4Rk?authuser=0&hl=en&rclk=1,849
beack_holidays,Ombak Villa Langkawi - Kuala Lumpur Sales Office,http://www.google.com/maps/place/Ombak+Villa+Langkawi+-+Kuala+Lumpur+Sales+Office/data=!4m7!3m6!1s0x31cc4f311be6ccfd:0x1025d4a6511210c3!8m2!3d3.1657158!4d101.6077119!16s%2Fg%2F12hngpnxp!19sChIJ_czmGzFPzDERwxASUabUJRA?authuser=0&hl=en&rclk=1,907
beack_holidays,Skyway De Lagoon,http://www.google.com/maps/place/Skyway+De+Lagoon/data=!4m7!3m6!1s0xa69106cd46c4c9c1:0xfcafbf9da2679aaf!8m2!3d3.1405979!4d101.7111979!16s%2Fg%2F11thsm0zb0!19sChIJwcnERs0GkaYRr5pnop2_r_w?authuser=0&hl=en&rclk=1,494
beack_holidays,"Beach Villa, Pangkor Laut Resort","http://www.google.com/maps/place/Beach+Villa,+Pangkor+Laut+Resort/data=!4m10!3m9!1s0x3034d3855eece117:0x646b83e1a7aabf!5m2!4m1!1i2!8m2!3d4.197759!4d100.5466765!16s%2Fg%2F11h0jsf7yl!19sChIJF-HsXoXTNDARv6qn4YNrZAA?authuser=0&hl=en&rclk=1",825
beack_holidays,The Westin Langkawi Resort & Spa,http://www.google.com/maps/place/The+Westin+Langkawi+Resort+%26+Spa/data=!4m10!3m9!1s0x304b863b1149427f:0xc7a69995e8c334f2!5m2!4m1!1i2!8m2!3d6.3001123!4d99.8554!16s%2Fg%2F1tfz7m9d!19sChIJf0JJETuGSzAR8jTD6JWZpsc?authuser=0&hl=en&rclk=1,648
beack_holidays,Saza Beach Villa & Chalets,http://www.google.com/maps/place/Saza+Beach+Villa+%26+Chalets/data=!4m7!3m6!1s0x31d2073787d1e73b:0x186daecc21bc05ad!8m2!3d2.3856608!4d101.9694319!16s%2Fg%2F11b7g3spq2!19sChIJO-fRhzcH0jERrQW8IcyubRg?authuser=0&hl=en&rclk=1,3
beack_holidays,Camar Resort Langkawi,http://www.google.com/maps/place/Camar+Resort+Langkawi/data=!4m10!3m9!1s0x304b87d2c11432b9:0xdb4cab4df40f130a!5m2!4m1!1i2!8m2!3d6.275434!4d99.733101!16s%2Fg%2F11gfnhs2p5!19sChIJuTIUwdKHSzARChMP9E2rTNs?authuser=0&hl=en&rclk=1,288
beack_holidays,Tuna Bay Island Resort,http://www.google.com/maps/place/Tuna+Bay+Island+Resort/data=!4m10!3m9!1s0x31b6e0e894ac8065:0x45cb2896ea6d3443!5m2!4m1!1i2!8m2!3d5.893828!4d102.738347!16s%2Fg%2F1pzqbw7wt!19sChIJZYCslOjgtjERQzRt6pYoy0U?authuser=0&hl=en&rclk=1,282
beack_holidays,Pantai Saujana,http://www.google.com/maps/place/Pantai+Saujana/data=!4m7!3m6!1s0x31cdf123ee2b57b7:0x2220e072fd5677b8!8m2!3d2.5006703!4d101.8369656!16s%2Fg%2F11b6y8xf4r!19sChIJt1cr7iPxzTERuHdW_XLgICI?authuser=0&hl=en&rclk=1,970
beack_holidays,Hotel Seri Malaysia Port Dickson,http://www.google.com/maps/place/Hotel+Seri+Malaysia+Port+Dickson/data=!4m10!3m9!1s0x31cdf1223e98bed5:0xabb9d8d495965415!5m2!4m1!1i2!8m2!3d2.5035431!4d101.8365554!16s%2Fg%2F1tf1lb56!19sChIJ1b6YPiLxzTERFVSWldTYuas?authuser=0&hl=en&rclk=1,1011
beack_holidays,My Edeals Holidays Sdn. Bhd.,http://www.google.com/maps/place/My+Edeals+Holidays+Sdn.+Bhd./data=!4m7!3m6!1s0x31cc38183602bb3f:0x1e848b33c3c66c7a!8m2!3d3.20348!4d101.721252!16s%2Fg%2F1tdp2k1j!19sChIJP7sCNhg4zDERemzGwzOLhB4?authuser=0&hl=en&rclk=1,277
beack_holidays,mynubeholidays,http://www.google.com/maps/place/mynubeholidays/data=!4m10!3m9!1s0x31cc4b869083f5f9:0xfc9f07b236a2ab59!5m2!4m1!1i2!8m2!3d2.4442979!4d101.8569401!16s%2Fg%2F11hz1n76t8!19sChIJ-fWDkIZLzDERWauiNrIHn_w?authuser=0&hl=en&rclk=1,745
beack_holidays,Teluk Kemang Port Dickson,http://www.google.com/maps/place/Teluk+Kemang+Port+Dickson/data=!4m10!3m9!1s0x31cc42adfa099d1d:0x1f5db350c7e29926!5m2!4m1!1i2!8m2!3d2.4545774!4d101.8558949!16s%2Fg%2F11cn8sjbtk!19sChIJHZ0J-q1CzDERJpnix1CzXR8?authuser=0&hl=en&rclk=1,643
beack_holidays,Pantai Cahaya,http://www.google.com/maps/place/Pantai+Cahaya/data=!4m7!3m6!1s0x31cdf12893f20695:0x527cfc7501871c62!8m2!3d2.4935994!4d101.8395486!16s%2Fg%2F11b6yd1_tp!19sChIJlQbykyjxzTERYhyHAXX8fFI?authuser=0&hl=en&rclk=1,280
beack_holidays,Caravan Serai Exclusive Private Villas & Eco Resort,http://www.google.com/maps/place/Caravan+Serai+Exclusive+Private+Villas+%26+Eco+Resort/data=!4m10!3m9!1s0x31cc08621280a58b:0xb17d9bd34b09abe4!5m2!4m1!1i2!8m2!3d3.6239327!4d101.8729996!16s%2Fg%2F11b6nhv31c!19sChIJi6WAEmIIzDER5KsJS9ObfbE?authuser=0&hl=en&rclk=1,1
beack_holidays,Best Holiday,http://www.google.com/maps/place/Best+Holiday/data=!4m7!3m6!1s0x31cc362b4fcb6a11:0x1eaef59b0bec6c27!8m2!3d3.1507483!4d101.7117222!16s%2Fg%2F1tf_kt65!19sChIJEWrLTys2zDERJ2zsC5v1rh4?authuser=0&hl=en&rclk=1,910
beack_holidays,Malaysia,http://www.google.com/maps/place/Malaysia/data=!4m7!3m6!1s0x3034d3975f6730af:0x745969328211cd8!8m2!3d4.210484!4d101.975766!16zL20vMDlwbWt2!19sChIJrzBnX5fTNDAR2BwhKJOWRQc?authuser=0&hl=en&rclk=1,918
beack_holidays,The Waterway Villa,http://www.google.com/maps/place/The+Waterway+Villa/data=!4m10!3m9!1s0x31cc1a71f765663b:0xf9625b1428cceb3f!5m2!4m1!1i2!8m2!3d3.4491758!4d101.9007492!16s%2Fg%2F11r9x4bsr!19sChIJO2Zl93EazDERP-vMKBRbYvk?authuser=0&hl=en&rclk=1,244
beack_holidays,"Shangri-La Rasa Ria, Kota Kinabalu","http://www.google.com/maps/place/Shangri-La+Rasa+Ria,+Kota+Kinabalu/data=!4m10!3m9!1s0x323b11887279d471:0x3555d598ee59d186!5m2!4m1!1i2!8m2!3d6.1550347!4d116.1480733!16s%2Fg%2F11ljsn59_9!19sChIJcdR5cogROzIRhtFZ7pjVVTU?authuser=0&hl=en&rclk=1",631
beack_holidays,Sunway Resort Hotel,http://www.google.com/maps/place/Sunway+Resort+Hotel/data=!4m10!3m9!1s0x31cc4c812c0a18cb:0x96bc62906ec10444!5m2!4m1!1i2!8m2!3d3.071118!4d101.6087575!16s%2Fg%2F11hbr87gq9!19sChIJyxgKLIFMzDERRATBbpBivJY?authuser=0&hl=en&rclk=1,32
beack_holidays,Gem Island Resort and Spa,http://www.google.com/maps/place/Gem+Island+Resort+and+Spa/data=!4m10!3m9!1s0x31b7eb5e565929f3:0xfb4bcd4959d65791!5m2!4m1!1i2!8m2!3d5.232168!4d103.262509!16s%2Fg%2F1thnl8kb!19sChIJ8ylZVl7rtzERkVfWWUnNS_s?authuser=0&hl=en&rclk=1,619
cultural_tourism,"Malay Cultural Village-My Kampung Heritage, Causeway Holidays Sdn Bhd","http://www.google.com/maps/place/Malay+Cultural+Village-My+Kampung+Heritage,+Causeway+Holidays+Sdn+Bhd/data=!4m7!3m6!1s0x31da12a5e9138b25:0xed7250383fcdce8b!8m2!3d1.4669873!4d103.7355079!16s%2Fg%2F1tfg554b!19sChIJJYsT6aUS2jERi87NPzhQcu0?authuser=0&hl=en&rclk=1",843
cultural_tourism,The Malay Cultural Village Sdn Bhd,http://www.google.com/maps/place/The+Malay+Cultural+Village+Sdn+Bhd/data=!4m7!3m6!1s0x31da6d713985d065:0x701748e533b20931!8m2!3d1.5099528!4d103.7446933!16s%2Fg%2F11c1p8fj8p!19sChIJZdCFOXFt2jERMQmyM-VIF3A?authuser=0&hl=en&rclk=1,635
cultural_tourism,Kajang Heritage Centre,http://www.google.com/maps/place/Kajang+Heritage+Centre/data=!4m7!3m6!1s0x31cdcb82b5814305:0x81beffa8de68f6e7!8m2!3d2.9919606!4d101.7866747!16s%2Fg%2F11fx9txfyk!19sChIJBUOBtYLLzTER5_Zo3qj_voE?authuser=0&hl=en&rclk=1,596
